"";"tsn";"genus";"species";"itis_acceptedname";"en_common";"fr_common";"us_code";"qc_code";"on_alpha_code";"on_tree_code"
"305";"182081";"Acacia";"mearnsii";"Acacia mearnsii";"black wattle";NA;6010;NA;NA;NA
"306";"26431";"Acacia";"melanoxylon";"Acacia melanoxylon";"blackwood";NA;6011;NA;NA;NA
"307";NA;"Acacia";"muricata";"Acacia muricata";"spineless wattle";NA;6012;NA;NA;NA
"308";NA;"Acacia";"nilotica";"Acacia nilotica";"gum arabic tree";NA;6013;NA;NA;NA
"309";"182088";"Acacia";"polyacantha";"Acacia polyacantha";"Acacia polyacantha";NA;6015;NA;NA;NA
"310";NA;"Acacia";"tortuosa";"Acacia tortuosa";"poponax";NA;6018;NA;NA;NA
"311";NA;"Acer";"spp.";"Acer";"maple spp.";NA;310;NA;NA;NA
"312";NA;"Acer";"barbatum";"Acer barbatum";"Florida maple";NA;311;NA;NA;NA
"313";"28742";"Acer";"glabrum";"Acer glabrum";"Rocky Mountain maple";NA;321;NA;NA;NA
"314";"28760";"Acer";"grandidentatum";"Acer grandidentatum";"bigtooth maple";NA;322;NA;NA;NA
"315";"28761";"Acer";"leucoderme";"Acer leucoderme";"chalk maple";NA;323;NA;NA;NA
"316";"28748";"Acer";"macrophyllum";"Acer macrophyllum";"bigleaf maple";NA;312;NA;NA;NA
"317";"28749";"Acer";"negundo";"Acer negundo";"Manitoba maple;box elder ;boxelder";"Érable à Giguère";313;"ERG";"Mm";117
"318";"182135";"Acer";"nigrum";"Acer nigrum";"Black maple (hard) ;black maple";"Érable noir";314;"ERN";"Mb";94
"319";"28754";"Acer";"pensylvanicum";"Acer pensylvanicum";"striped maple";"Érable de Pennsylvanie";315;"ERP";NA;NA
"320";"28755";"Acer";"platanoides";"Acer platanoides";"Norway maple ;Norway maple";NA;320;NA;"Mn";34
"321";"28728";"Acer";"rubrum";"Acer rubrum";"Red maple (soft) ;red maple";"Érable rouge";316;"ERR";"Mr";32
"322";"28757";"Acer";"saccharinum";"Acer saccharinum";"Silver maple (soft) ;silver maple";"Érable argenté";317;"ERA";"Ms";33
"323";"28731";"Acer";"saccharum";"Acer saccharum";"Sugar maple (hard) ;sugar maple";"Érable à sucre";318;"ERS";"Mh";30
"324";"28758";"Acer";"spicatum";"Acer spicatum";"mountain maple";"Érable à épis";319;"ERE";NA;NA
"325";"845564";"Flueggea";"flexuosa";"Acidoton flexuosus";"poumuli";NA;7191;NA;NA;NA
"326";NA;"Securinega";"flexuosa";"Acidoton flexuosus";"poumuli";NA;8583;NA;NA;NA
"327";"27733";"Miconia";"sintenisii";"Acinodendron sintenisii";"mountain johnnyberry";NA;7819;NA;NA;NA
"328";"27737";"Miconia";"thomasiana";"Acinodendron thomasianum";"camasey tomaso";NA;7823;NA;NA;NA
"329";"30634";"Acnistus";"arborescens";"Acnistus arborescens";"hollowheart";NA;6021;NA;NA;NA
"330";"42434";"Acoelorraphe";"wrightii";"Acoelorraphe wrightii";"Everglades palm, paurotis-palm";NA;906;NA;NA;NA
"331";"182560";"Acrocomia";"media";"Acrocomia aculeata";"grugru palm";NA;6023;NA;NA;NA
"332";"21591";"Adansonia";"digitata";"Adansonia digitata";"baobab";NA;6025;NA;NA;NA
"333";"28201";"Adelia";"ricinella";"Adelia ricinella";"wild lime";NA;6026;NA;NA;NA
"334";NA;"Adenanthera";"spp.";"Adenanthera";"beadtree";NA;6029;NA;NA;NA
"335";"26447";"Adenanthera";"pavonina";"Adenanthera pavonina";"red beadtree";NA;6028;NA;NA;NA
"336";NA;"Veitchia";"merrillii";"Adonidia merrillii";"Manila palm";NA;8866;NA;NA;NA
"337";"32230";"Aegiphila";"martinicensis";"Aegiphila martinicensis";"Caribbean spiritweed";NA;6032;NA;NA;NA
"338";NA;"Aesculus";"spp.";"Aesculus";"buckeye, horsechestnut spp.";NA;330;NA;NA;NA
"339";"28716";"Aesculus";"californica";"Aesculus californica";"California buckeye";NA;333;NA;NA;NA
"340";"837871";"Aesculus";"flava";"Aesculus flava";"yellow buckeye";NA;332;NA;NA;NA
"341";"28718";"Aesculus";"glabra";"Aesculus glabra";"Texas buckeye";NA;334;NA;NA;NA
"342";"28718";"Aesculus";"glabra";"Aesculus glabra";"Ohio buckeye";NA;331;NA;NA;NA
"343";"28721";"Aesculus";"hippocastanum";"Aesculus hippocastanum";"Horse chestnut";NA;NA;NA;"Hc";69
"344";"28723";"Aesculus";"pavia";"Aesculus pavia";"red buckeye";NA;336;NA;NA;NA
"345";"28724";"Aesculus";"sylvatica";"Aesculus sylvatica";"painted buckeye";NA;337;NA;NA;NA
"346";"183487";"Agathis";"australis";"Agathis australis";"kauri";NA;6036;NA;NA;NA
"347";"506777";"Agathis";"robusta";"Agathis robusta";"Queensland kauri";NA;6037;NA;NA;NA
"348";NA;"Aglaia";"spp.";"Aglaia";"Aglaia";NA;6047;NA;NA;NA
"349";"845980";"Aidia";"cochinchinensis";"Aidia cochinchinensis";"Olomea";NA;6048;NA;NA;NA
"350";NA;"Aidia";"racemosa";"Aidia racemosa";"Aidia racemosa";NA;6049;NA;NA;NA
"351";NA;"Ailanthus";"spp.";"Ailanthus";"ailanthus";NA;6051;NA;NA;NA
"352";"28827";"Ailanthus";"altissima";"Ailanthus altissima";"ailanthus";NA;341;NA;NA;NA
"353";"508502";"Aiphanes";"minima";"Aiphanes minima";"Aiphanes minima";NA;6053;NA;NA;NA
"354";NA;"Albizia";"spp.";"Albizia";"albizia";NA;6063;NA;NA;NA
"355";"183646";"Albizia";"adinocephala";"Albizia adinocephala";"cream albizia";NA;6055;NA;NA;NA
"356";"183647";"Albizia";"carbonaria";"Albizia carbonaria";"naked albizia";NA;6056;NA;NA;NA
"357";"183648";"Albizia";"chinensis";"Albizia chinensis";"Chinese albizia";NA;6057;NA;NA;NA
"358";"26449";"Albizia";"julibrissin";"Albizia julibrissin";"mimosa, silktree";NA;345;NA;NA;NA
"359";"26450";"Albizia";"lebbeck";"Albizia lebbeck";"woman's tongue";NA;6059;NA;NA;NA
"360";"183650";"Albizia";"procera";"Albizia procera";"tall albizia";NA;6060;NA;NA;NA
"361";NA;"Albizia";"retusa";"Albizia retusa";"ukall ra ngebard";NA;6061;NA;NA;NA
"362";"28203";"Alchornea";"latifolia";"Alchornea latifolia";"achiotillo";NA;6064;NA;NA;NA
"363";"184685";"Alchorneopsis";"floribunda";"Alchorneopsis floribunda";"palo de gallina";NA;6066;NA;NA;NA
"364";NA;"Alectryon";"spp.";"Alectryon";"alectryon";NA;6073;NA;NA;NA
"365";"28659";"Alectryon";"macrococcus";"Alectryon macrococcus";"Hawaii alectryon";NA;6069;NA;NA;NA
"366";NA;"Aleurites";"spp.";"Aleurites";"aleurites";NA;6077;NA;NA;NA
"367";NA;"Aleurites";"moluccana";"Aleurites moluccanus";"Indian walnut";NA;6075;NA;NA;NA
"368";NA;"Aleurites";"trisperma";"Aleurites trisperma";"lumbang";NA;6078;NA;NA;NA
"369";NA;"Allophylus";"spp.";"Allophylus";"Allophylus";NA;6083;NA;NA;NA
"370";"28663";"Allophylus";"crassinervis";"Allophylus crassinervis";"palo blanco";NA;6080;NA;NA;NA
"371";"182117";"Allophylus";"racemosus";"Allophylus racemosus";"palo de caja";NA;6082;NA;NA;NA
"372";"837857";"Allophylus";"ternatus";"Allophylus ternatus";"chebeludes";NA;6084;NA;NA;NA
"373";"837854";"Allophylus";"timorensis";"Allophylus timoriensis";"ebeludes, chebeludes";NA;6085;NA;NA;NA
"374";"19466";"Alnus";"sp.";"Alnus";NA;"Saule";NA;"SAL";NA;NA
"375";NA;"Alnus";"spp.";"Alnus";"alder spp.";NA;350;NA;NA;NA
"376";"19470";"Alnus";"glutinosa";"Alnus glutinosa";"European alder";NA;355;NA;NA;NA
"377";NA;"Alnus";"rugosa";"Alnus incana subsp. rugosa";NA;"Aulne rugueux";NA;"AUR";NA;NA
"378";"506826";"Alnus";"nepalensis";"Alnus nepalensis";"Nepal alder";NA;6086;NA;NA;NA
"379";"19472";"Alnus";"oblongifolia";"Alnus oblongifolia";"Arizona alder";NA;353;NA;NA;NA
"380";"19473";"Alnus";"rhombifolia";"Alnus rhombifolia";"white alder";NA;352;NA;NA;NA
"381";"19474";"Alnus";"rubra";"Alnus rubra";"red alder";NA;351;NA;NA;NA
"382";"181892";"Alnus";"viridis";"Alnus viridis";NA;"Aulne crispé";NA;"AUC";NA;NA
"383";NA;"Alphitonia";"spp.";"Alphitonia";"Alphitonia";NA;6090;NA;NA;NA
"384";"28452";"Alphitonia";"ponderosa";"Alphitonia ponderosa";"Hawaii kauilatree";NA;6089;NA;NA;NA
"385";NA;"Alsophila";"bryophila";"Alsophila bryophila";"helecho gigante de la sierra";NA;6092;NA;NA;NA
"386";NA;"Alsophila";"portoricensis";"Alsophila portoricensis";"Alsophila portoricensis";NA;6093;NA;NA;NA
"387";NA;"Alstonia";"spp.";"Alstonia";"alstonia";NA;6097;NA;NA;NA
"388";"184802";"Alstonia";"macrophylla";"Alstonia macrophylla";"deviltree";NA;6095;NA;NA;NA
"389";NA;"Alstonia";"pacifica";"Alstonia pacifica";"Alstonia pacifica";NA;6096;NA;NA;NA
"390";"25108";"Amelanchier";"sp";"Amelanchier";NA;"Amélanchier";NA;"AME";NA;NA
"391";NA;"Amelanchier";"spp.";"Amelanchier";"serviceberry spp.";NA;356;NA;NA;NA
"392";"25110";"Amelanchier";"arborea";"Amelanchier arborea";"common serviceberry";NA;357;NA;NA;NA
"393";"25119";"Amelanchier";"sanguinea";"Amelanchier sanguinea";"roundleaf serviceberry";NA;358;NA;NA;NA
"394";"34311";"Amphitecna";"latifolia";"Amphitecna latifolia";"black calabash";NA;6101;NA;NA;NA
"395";"28874";"Amyris";"balsamifera";"Amyris balsamifera";"balsam torchwood";NA;6103;NA;NA;NA
"396";"28875";"Amyris";"elemifera";"Amyris elemifera";"sea torchwood";NA;852;NA;NA;NA
"397";NA;"Anacardium";"spp.";"Anacardium";"anacardium";NA;6106;NA;NA;NA
"398";"28793";"Anacardium";"occidentale";"Anacardium occidentale";"cashew";NA;6107;NA;NA;NA
"399";"500958";"Anadenanthera";"peregrina";"Anadenanthera peregrina";"Anadenanthera peregrina";NA;6111;NA;NA;NA
"400";"26458";"Andira";"inermis";"Andira inermis";"cabbagebark tree";NA;6114;NA;NA;NA
"401";"184019";"Angiopteris";"evecta";"Angiopteris evecta";"dermarm";NA;6118;NA;NA;NA
"402";"18171";"Aniba";"bracteata";"Aniba bracteata";"canelillo";NA;6120;NA;NA;NA
"403";NA;"Annona";"spp.";"Annona";"Annona";NA;6130;NA;NA;NA
"404";"506198";"Annona";"cherimola";"Annona cherimola";"Annona cherimola";NA;6124;NA;NA;NA
"405";"506199";"Annona";"diversifolia";"Annona diversifolia";"ilama";NA;6125;NA;NA;NA
"406";"18101";"Annona";"glabra";"Annona glabra";"pond-apple";NA;853;NA;NA;NA
"407";"18097";"Annona";"montana";"Annona montana";"mountain soursop";NA;6127;NA;NA;NA
"408";"18098";"Annona";"muricata";"Annona muricata";"soursop";NA;6128;NA;NA;NA
"409";"18099";"Annona";"reticulata";"Annona reticulata";"custard apple";NA;6129;NA;NA;NA
"410";"18100";"Annona";"squamosa";"Annona squamosa";"sugar apple";NA;6131;NA;NA;NA
"411";NA;"Antidesma";"spp.";"Antidesma";"chinalaurel";NA;6145;NA;NA;NA
"412";"506448";"Antidesma";"bunius";"Antidesma bunius";"Antidesma bunius";NA;6137;NA;NA;NA
"413";NA;"Antidesma";"kapuae";"Antidesma kapuae";"Kapua china laurel";NA;6135;NA;NA;NA
"414";NA;"Antirhea";"coriacea";"Antirhea coriacea";"pegwood";NA;6147;NA;NA;NA
"415";NA;"Antirhea";"obtusifolia";"Antirhea obtusifolia";"quina roja";NA;6150;NA;NA;NA
"416";NA;"Antirhea";"portoricensis";"Antirhea portoricensis";"Puerto Rico quina";NA;6151;NA;NA;NA
"417";NA;"Antirhea";"sintenisii";"Antirhea sintenisii";"Sintenis' quina";NA;6152;NA;NA;NA
"418";NA;"Araucaria";"spp.";"Araucaria";"Araucaria";NA;6158;NA;NA;NA
"419";"506778";"Araucaria";"angustifolia";"Araucaria angustifolia";"parana pine";NA;6154;NA;NA;NA
"420";"506780";"Araucaria";"columnaris";"Araucaria columnaris";"New Caledonia pine";NA;6155;NA;NA;NA
"421";NA;"Araucaria";"excelsa";"Araucaria columnaris";"Norfolk Island Pine";NA;6156;NA;NA;NA
"422";"183483";"Araucaria";"heterophylla";"Araucaria heterophylla";"Norfolk Island pine";NA;6157;NA;NA;NA
"423";NA;"Arbutus";"spp.";"Arbutus";"madrone spp.";NA;360;NA;NA;NA
"424";"23626";"Arbutus";"arizonica";"Arbutus arizonica";"Arizona madrone";NA;362;NA;NA;NA
"425";"23627";"Arbutus";"menziesii";"Arbutus menziesii";"Pacific madrone";NA;361;NA;NA;NA
"426";"184548";"Arbutus";"xalapensis";"Arbutus xalapensis";"Texas madrone";NA;363;NA;NA;NA
"427";"185355";"Archontophoenix";"alexandrae";"Archontophoenix alexandrae";"Alexandra palm";NA;6159;NA;NA;NA
"428";NA;"Ardisia";"spp.";"Ardisia";"marlberry";NA;6166;NA;NA;NA
"429";"183615";"Ardisia";"elliptica";"Ardisia elliptica";"shoebutton";NA;6161;NA;NA;NA
"430";"23891";"Ardisia";"glauciflora";"Ardisia glauciflora";"ausubon";NA;6162;NA;NA;NA
"431";"23892";"Ardisia";"luquillensis";"Ardisia luquillensis";"mountain marlberry";NA;6163;NA;NA;NA
"432";"23893";"Ardisia";"obovata";"Ardisia obovata";"Guadeloupe marlberry";NA;6164;NA;NA;NA
"433";"23890";"Ardisia";"solanacea";"Ardisia solanacea";"China-shrub";NA;6165;NA;NA;NA
"434";"506702";"Areca";"catechu";"Areca catechu";"betelnut";NA;6167;NA;NA;NA
"435";"506704";"Arenga";"pinnata";"Arenga pinnata";"cabo-negro";NA;6169;NA;NA;NA
"436";"25127";"Aronia";"melanocarpa";"Aronia melanocarpa";NA;"Aronia noir";NA;"ARM";NA;NA
"437";NA;"Artocarpus";"spp.";"Artocarpus";"meduu";NA;6178;NA;NA;NA
"438";"184181";"Artocarpus";"altilis";"Artocarpus altilis";"breadfruit";NA;6171;NA;NA;NA
"439";"184183";"Artocarpus";"heterophyllus";"Artocarpus heterophyllus";"Artocarpus heterophyllus";NA;6173;NA;NA;NA
"440";"506556";"Artocarpus";"odoratissimus";"Artocarpus odoratissimus";"Marang";NA;6177;NA;NA;NA
"441";NA;"Arytera";"brackenridgei";"Arytera brackenridgei";"taputoi";NA;6179;NA;NA;NA
"442";"18117";"Asimina";"triloba";"Asimina triloba";"Pawpaw ;pawpaw";NA;367;NA;"";119
"443";NA;"Averrhoa";"spp.";"Averrhoa";"Averrhoa";NA;6199;NA;NA;NA
"444";"506370";"Averrhoa";"bilimbi";"Averrhoa bilimbi";"Bilimbi";NA;6197;NA;NA;NA
"445";"506371";"Averrhoa";"carambola";"Averrhoa carambola";"carambola";NA;6198;NA;NA;NA
"446";NA;"Avicennia";"spp.";"Avicennia";"Avicennia";NA;6205;NA;NA;NA
"447";"32137";"Avicennia";"germinans";"Avicennia germinans";"black-mangrove";NA;986;NA;NA;NA
"448";"506840";"Avicennia";"marina";"Avicennia marina";"Avicennia marina";NA;6203;NA;NA;NA
"449";NA;"Avicennia";"alba";"Avicennia marina";"biut";NA;6200;NA;NA;NA
"450";"29012";"Azadirachta";"indica";"Azadirachta indica";"neem";NA;6206;NA;NA;NA
"451";NA;"Bambusa";"spp.";"Bambusa";"bamboo";NA;6215;NA;NA;NA
"452";"193444";"Bambusa";"vulgaris";"Bambusa vulgaris";"common bamboo";NA;6216;NA;NA;NA
"453";"192300";"Banara";"portoricensis";"Banara portoricensis";"Puerto Rico palo de ramon";NA;6217;NA;NA;NA
"454";"195688";"Banara";"vanderbiltii";"Banara vanderbiltii";"Vanderbilt's palo de ramon";NA;6219;NA;NA;NA
"455";NA;"Barringtonia";"spp.";"Barringtonia";"Barringtonia";NA;6223;NA;NA;NA
"456";"507272";"Barringtonia";"asiatica";"Barringtonia asiatica";"sea putat";NA;6220;NA;NA;NA
"457";"896469";"Barringtonia";"racemosa";"Barringtonia racemosa";"langaasag";NA;6221;NA;NA;NA
"458";"845741";"Bastardiopsis";"eggersii";"Bastardiopsis eggersii";"Bastardiopsis eggersii";NA;6224;NA;NA;NA
"459";NA;"Bauhinia";"spp.";"Bauhinia";"bauhinia";NA;6230;NA;NA;NA
"460";NA;"Bauhinia";"binata";"Bauhinia binata";"Bauhinia binata";NA;6225;NA;NA;NA
"461";"192879";"Bauhinia";"monandra";"Bauhinia monandra";"Napoleon's plume";NA;6226;NA;NA;NA
"462";"192880";"Bauhinia";"multinervia";"Bauhinia multinervia";"petite flamboyant bauhinia";NA;6227;NA;NA;NA
"463";"192881";"Bauhinia";"pauletia";"Bauhinia pauletia";"railroadfence";NA;6228;NA;NA;NA
"464";"26493";"Bauhinia";"purpurea";"Bauhinia purpurea";"butterfly tree";NA;6229;NA;NA;NA
"465";"192883";"Bauhinia";"tomentosa";"Bauhinia tomentosa";"St. Thomas tree";NA;6231;NA;NA;NA
"466";"26494";"Bauhinia";"variegata";"Bauhinia variegata";"mountain ebony";NA;6232;NA;NA;NA
"467";"18213";"Beilschmiedia";"pendula";"Beilschmiedia pendula";"slugwood";NA;6233;NA;NA;NA
"468";"28237";"Bernardia";"dichotoma";"Bernardia dichotoma";"Caribbean myrtlecroton";NA;6235;NA;NA;NA
"469";NA;"Betula";"spp.";"Betula";"birch spp.";NA;370;NA;NA;NA
"470";"19481";"Betula";"alleghaniensis";"Betula alleghaniensis";"Yellow birch ;yellow birch";"Bouleau jaune";371;"BOJ";"By";37
"471";"19485";"Betula";"glandulosa";"Betula glandulosa";NA;"Bouleau glanduleux";NA;"BEG";NA;NA
"472";"19487";"Betula";"lenta";"Betula lenta";"Cherry birch;sweet birch ;sweet birch";NA;372;NA;"Bc";112
"473";"183534";"Betula";"minor";"Betula minor";NA;"Bouleau mineur";NA;"BEM";NA;NA
"474";"19479";"Betula";"nana";"Betula nana";NA;"Bouleau nain";NA;"BEP";NA;NA
"475";"19480";"Betula";"nigra";"Betula nigra";"river birch";NA;373;NA;NA;NA
"476";"19488";"Betula";"occidentalis";"Betula occidentalis";"water birch";NA;374;NA;NA;NA
"477";"19489";"Betula";"papyrifera";"Betula papyrifera";"White birch;paper birch ;paper birch";"Bouleau blanc (à papier)";375;"BOP";"Bw";38
"478";"19495";"Betula";"pendula";"Betula pendula";"European white birch (weeping);silver birch";NA;NA;NA;"Bp";120
"479";"19497";"Betula";"populifolia";"Betula populifolia";"Grey birch;wire birch ;gray birch";"Bouleau gris (à feuilles de peuplier)";379;"BOG";"Br";168
"480";"19502";"Betula";"uber";"Betula uber";"Virginia roundleaf birch";NA;377;NA;NA;NA
"481";"183548";"Betula";"x utahensis";"Betula x utahensis";"northwestern paper birch";NA;378;NA;NA;NA
"482";NA;"Bischofia";"spp.";"Bischofia";"bishopwood";NA;6237;NA;NA;NA
"483";"28239";"Bischofia";"javanica";"Bischofia javanica";"Javanese bishopwood";NA;6236;NA;NA;NA
"484";NA;"Bixa";"spp.";"Bixa";"bixa";NA;6239;NA;NA;NA
"485";"22251";"Bixa";"orellana";"Bixa orellana";"lipsticktree";NA;6238;NA;NA;NA
"486";"506071";"Blighia";"sapida";"Blighia sapida";"akee";NA;6240;NA;NA;NA
"487";"35154";"Bobea";"elatior";"Bobea elatior";"ahakea lau nui";NA;6243;NA;NA;NA
"488";"35157";"Bobea";"sandwicensis";"Bobea sandwicensis";"Hawaii dogweed";NA;6244;NA;NA;NA
"489";"35158";"Bobea";"timonioides";"Bobea timonioides";"ahakea";NA;6246;NA;NA;NA
"490";NA;"Bocconia";"spp.";"Bocconia";"bocconia";NA;6248;NA;NA;NA
"491";"18996";"Bocconia";"frutescens";"Bocconia frutescens";"parrotweed";NA;6247;NA;NA;NA
"492";NA;"Jacquinia";"umbellata";"Bonellia umbellata";"chirriador";NA;7490;NA;NA;NA
"493";"34083";"Bontia";"daphnoides";"Bontia daphnoides";"white alling";NA;6251;NA;NA;NA
"494";NA;"Bourreria";"radula";"Bourreria radula";"Bourreria radula";NA;6253;NA;NA;NA
"495";"31732";"Bourreria";"succulenta";"Bourreria succulenta";"bodywood";NA;6255;NA;NA;NA
"496";"31733";"Bourreria";"virgata";"Bourreria virgata";"roble de guayo";NA;6257;NA;NA;NA
"497";"24537";"Broussaisia";"arguta";"Broussaisia arguta";"kanawao";NA;6260;NA;NA;NA
"498";"19107";"Broussonetia";"papyrifera";"Broussonetia papyrifera";"paper mulberry";NA;6262;NA;NA;NA
"499";NA;"Brugmansia";"candida";"Brugmansia candida";"angels-trumpet";NA;6264;NA;NA;NA
"500";NA;"Bruguiera";"spp.";"Bruguiera";"bruguiera";NA;6269;NA;NA;NA
"501";"506853";"Bruguiera";"parviflora";"Bruguiera parviflora";"smallflower bruguiera";NA;6267;NA;NA;NA
"502";"847567";"Bruguiera";"sexangula";"Bruguiera sexangula";"Oriental mangrove";NA;6268;NA;NA;NA
"503";NA;"Brunellia";"comocladiifolia";"Brunellia comocladifolia";"West Indian sumac";NA;6270;NA;NA;NA
"504";"30638";"Brunfelsia";"americana";"Brunfelsia americana";"American brunfelsia";NA;6272;NA;NA;NA
"505";"30639";"Brunfelsia";"densifolia";"Brunfelsia densifolia";"Serpentine Hill raintree";NA;6273;NA;NA;NA
"506";"30640";"Brunfelsia";"lactea";"Brunfelsia lactea";"vega blanca";NA;6274;NA;NA;NA
"507";"30641";"Brunfelsia";"portoricensis";"Brunfelsia portoricensis";"Puerto Rico raintree";NA;6275;NA;NA;NA
"508";NA;"Buchanania";"spp.";"Buchanania";"Buchanania";NA;6280;NA;NA;NA
"509";"506855";"Buchenavia";"tetraphylla";"Buchenavia tetraphylla";"fourleaf buchenavia";NA;6283;NA;NA;NA
"510";"29913";"Buddleja";"asiatica";"Buddleja asiatica";"dogtail";NA;6286;NA;NA;NA
"511";"29259";"Bunchosia";"glandulifera";"Bunchosia glandulifera";"cafe falso";NA;6294;NA;NA;NA
"512";"29260";"Bunchosia";"glandulosa";"Bunchosia glandulosa";"cafe forastero";NA;6295;NA;NA;NA
"513";"565034";"Bunchosia";"polystachia";"Bunchosia polystachia";"Bunchosia polystachia";NA;6297;NA;NA;NA
"514";NA;"Burckella";"richii";"Burckella richii";"Burckella richii";NA;6299;NA;NA;NA
"515";"28766";"Bursera";"simaruba";"Bursera simaruba";"gumbo limbo";NA;854;NA;NA;NA
"516";"507274";"Barringtonia";"samoensis";"Butonica samoensis";"falaga";NA;6222;NA;NA;NA
"517";"28023";"Buxus";"laevigata";"Buxus laevigata";"Buxus laevigata";NA;6303;NA;NA;NA
"518";"28024";"Buxus";"portoricensis";"Buxus portoricensis";"Puerto Rico box";NA;6304;NA;NA;NA
"519";"28025";"Buxus";"vahlii";"Buxus vahlii";"Vahl's box";NA;6306;NA;NA;NA
"520";"28014";"Ilex";"anomala";"Byronia anomala";"Hawaii holly";NA;7453;NA;NA;NA
"521";"29263";"Byrsonima";"crassifolia";"Byrsonima crassifolia";"maricao cimun";NA;6308;NA;NA;NA
"522";"29264";"Byrsonima";"lucida";"Byrsonima lucida";"Long Key locustberry";NA;6311;NA;NA;NA
"523";"29265";"Byrsonima";"spicata";"Byrsonima spicata";"doncella";NA;6313;NA;NA;NA
"524";"511289";"Consolea";"rubescens";"Cactus rubescens";"Consolea rubescens";NA;6712;NA;NA;NA
"525";NA;"Caesalpinia";"spp.";"Caesalpinia";"nicker";NA;6316;NA;NA;NA
"526";"26511";"Caesalpinia";"pulcherrima";"Caesalpinia pulcherrima";"pride-of-Barbados";NA;6319;NA;NA;NA
"527";"506349";"Caesalpinia";"sappan";"Caesalpinia sappan";"sappanwood";NA;6320;NA;NA;NA
"528";"501132";"Calliandra";"surinamensis";"Calliandra surinamensis";"Surinamese stickpea";NA;6325;NA;NA;NA
"529";"835283";"Callistemon";"citrinus";"Callistemon citrinus";"crimson bottlebrush";NA;6328;NA;NA;NA
"530";"822622";"Callitris";"columellaris";"Callitris columellaris";"Callitris columellaris";NA;6331;NA;NA;NA
"531";NA;"Cupressus";"macrocarpa";"Callitropsis macrocarpa";"Monterey cypress";NA;54;NA;NA;NA
"532";NA;"Chamaecyparis";"nootkatensis";"Callitropsis nootkatensis";"Alaska yellow-cedar";NA;42;NA;NA;NA
"533";"501145";"Calocedrus";"decurrens";"Calocedrus decurrens";"incense-cedar";NA;81;NA;NA;NA
"534";"506132";"Caloncoba";"echinata";"Caloncoba echinata";"Caloncoba echinata";NA;6337;NA;NA;NA
"535";NA;"Calophyllum";"spp.";"Calophyllum";"calophyllum";NA;6345;NA;NA;NA
"536";NA;"Calophyllum";"antillanum";"Calophyllum brasiliense";"Antilles calophyllum";NA;6338;NA;NA;NA
"537";"501153";"Calophyllum";"inophyllum";"Calophyllum inophyllum";"Alexandrian laurel";NA;6341;NA;NA;NA
"538";"822456";"Calophyllum";"soulattri";"Calophyllum soulattri";"olebtaches, chesemolech";NA;6344;NA;NA;NA
"539";NA;"Calotropis";"spp.";"Calotropis";"calotropis";NA;6347;NA;NA;NA
"540";"30332";"Calotropis";"procera";"Calotropis procera";"roostertree";NA;6346;NA;NA;NA
"541";NA;"Neisosperma";"oppositifolia";"Calpicarpum oppositifolium";"fao";NA;7942;NA;NA;NA
"542";"506055";"Calycophyllum";"candidissimum";"Calycophyllum candidissimum";"degame";NA;6350;NA;NA;NA
"543";"27177";"Calyptranthes";"kiaerskovii";"Calyptranthes kiaerskovii";"Kiaerskov's lidflower";NA;6351;NA;NA;NA
"544";"27178";"Calyptranthes";"krugii";"Calyptranthes krugii";"limoncillo";NA;6352;NA;NA;NA
"545";"27179";"Calyptranthes";"luquillensis";"Calyptranthes luquillensis";"Luquillo forest lidflower";NA;6353;NA;NA;NA
"546";"27180";"Calyptranthes";"pallens";"Calyptranthes pallens";"pale lidflower";NA;6354;NA;NA;NA
"547";NA;"Calyptranthes";"portoricensis";"Calyptranthes portoricensis";"Puerto Rico lidflower";NA;6355;NA;NA;NA
"548";"27183";"Calyptranthes";"sintenisii";"Calyptranthes sintenisii";"limoncillo de monte";NA;6356;NA;NA;NA
"549";"27184";"Calyptranthes";"thomasiana";"Calyptranthes thomasiana";"Thomas' lidflower";NA;6358;NA;NA;NA
"550";"27186";"Calyptranthes";"zuzygium";"Calyptranthes zuzygium";"myrtle of the river";NA;6359;NA;NA;NA
"551";"42442";"Calyptronoma";"rivalis";"Calyptronoma rivalis";"Puerto Rico manac";NA;6360;NA;NA;NA
"552";"502839";"Guatteria";"blainii";"Cananga blainii";"haya minga";NA;7294;NA;NA;NA
"553";"194903";"Guatteria";"caribaea";"Cananga caribaea";"haya blanca";NA;7295;NA;NA;NA
"554";"181839";"Cananga";"odorata";"Cananga odorata";"ilang-ilang";NA;6370;NA;NA;NA
"555";NA;"Canarium";"spp.";"Canarium";"Canarium";NA;6377;NA;NA;NA
"556";"506413";"Canarium";"ovatum";"Canarium ovatum";"Pili Nut";NA;6375;NA;NA;NA
"557";NA;"Canella";"winteriana";"Canella winterana";"wild cinnamon";NA;6380;NA;NA;NA
"558";NA;"Capparis";"baducca";"Capparidastrum frondosum";"caper";NA;6384;NA;NA;NA
"559";NA;"Capparis";"hastata";"Capparis hastata";"broadleaf caper";NA;6389;NA;NA;NA
"560";"506420";"Carapa";"guianensis";"Carapa guianensis";"crabwood";NA;6393;NA;NA;NA
"561";NA;"Carica";"spp.";"Carica";"papaya";NA;6396;NA;NA;NA
"562";"22324";"Carica";"papaya";"Carica papaya";"papaya";NA;6395;NA;NA;NA
