"";"tsn";"genus";"species";"itis_acceptedname";"en_common";"fr_common";"us_code";"qc_code";"on_alpha_code";"on_tree_code"
"1260";"28011";"Ilex";"sideroxyloides";"Ilex sideroxyloides";"gongolin";NA;7462;NA;NA;NA
"1261";NA;"Ilex";"sintenisii";"Ilex sintenisii";"Sintenis' holly";NA;7463;NA;NA;NA
"1262";"28013";"Ilex";"urbaniana";"Ilex urbaniana";"Urban's holly";NA;7465;NA;NA;NA
"1263";"28013";"Ilex";"urbaniana";"Ilex urbaniana";"Ilex urbaniana";NA;7466;NA;NA;NA
"1264";"27985";"Ilex";"verticillata";"Ilex verticillata";NA;"Houx verticillé";NA;"ILV";NA;NA
"1265";NA;"Inga";"spp.";"Inga";"inga";NA;7467;NA;NA;NA
"1266";"503168";"Inga";"laurina";"Inga laurina";"sacky sac bean";NA;7470;NA;NA;NA
"1267";"565240";"Inga";"nobilis";"Inga nobilis";"Inga nobilis";NA;7471;NA;NA;NA
"1268";"503170";"Inga";"vera";"Inga vera";"river koko";NA;7474;NA;NA;NA
"1269";"507340";"Inocarpus";"fagifer";"Inocarpus fagifer";"ifi";NA;7475;NA;NA;NA
"1270";"819919";"Intsia";"bijuga";"Intsia bijuga";"ifilele";NA;7477;NA;NA;NA
"1271";"35201";"Ixora";"ferrea";"Ixora ferrea";"palo de hierro";NA;7479;NA;NA;NA
"1272";"845982";"Tarenna";"sambucina";"Ixora sambucina";"manunu";NA;8737;NA;NA;NA
"1273";NA;"Jacaranda";"spp.";"Jacaranda";"jacaranda";NA;7483;NA;NA;NA
"1274";"34320";"Jacaranda";"mimosifolia";"Jacaranda mimosifolia";"black poui";NA;7482;NA;NA;NA
"1275";"565253";"Jacquinia";"armillaris";"Jacquinia armillaris";"braceletwood";NA;7485;NA;NA;NA
"1276";"503229";"Jacquinia";"berteroi";"Jacquinia berteroi";"bois bande";NA;7487;NA;NA;NA
"1277";NA;"Eugenia";"suzukii";"Jambosa suzukii";"rebotel";NA;7101;NA;NA;NA
"1278";NA;"Jatropha";"spp.";"Jatropha";"nettlespurge";NA;7494;NA;NA;NA
"1279";"28335";"Jatropha";"curcas";"Jatropha curcas";"Barbados nut";NA;7491;NA;NA;NA
"1280";"28342";"Jatropha";"hernandiifolia";"Jatropha hernandiifolia";"wild oilnut";NA;7492;NA;NA;NA
"1281";"28340";"Jatropha";"multifida";"Jatropha multifida";"coralbush";NA;7493;NA;NA;NA
"1282";"835177";"Eugenia";"palumbis";"Jossinia palumbis";"agatelang";NA;7088;NA;NA;NA
"1283";NA;"Juglans";"spp.";"Juglans";"walnut spp.";NA;600;NA;NA;NA
"1284";"19249";"Juglans";"californica";"Juglans californica";"southern California black walnut";NA;604;NA;NA;NA
"1285";"19250";"Juglans";"cinerea";"Juglans cinerea";"Butternut ;butternut";"Noyer cendré";601;"NOC";"Bn";55
"1286";"19251";"Juglans";"hindsii";"Juglans hindsii";"northern California black walnut";NA;603;NA;NA;NA
"1287";"19252";"Juglans";"major";"Juglans major";"Arizona walnut";NA;606;NA;NA;NA
"1288";"19253";"Juglans";"microcarpa";"Juglans microcarpa";"Texas walnut";NA;605;NA;NA;NA
"1289";"19254";"Juglans";"nigra";"Juglans nigra";"Black walnut ;black walnut";"Noyer noir";602;"NON";"Wb";54
"1290";"18047";"Juniperus";"sp.";"Juniperus";NA;"Genévriers";NA;"JUN";NA;NA
"1291";NA;"Juniperus";"spp.";"Juniperus";"redcedar/juniper spp.";NA;57;NA;NA;NA
"1292";"194812";"Juniperus";"ashei";"Juniperus ashei";"Ashe juniper";NA;61;NA;NA;NA
"1293";"194816";"Juniperus";"californica";"Juniperus californica";"California juniper";NA;62;NA;NA;NA
"1294";"194839";"Juniperus";"coahuilensis";"Juniperus coahuilensis";"redberry juniper";NA;59;NA;NA;NA
"1295";"194820";"Juniperus";"communis";"Juniperus communis";NA;"Genévrier commun";NA;"JUC";NA;NA
"1296";"194834";"Juniperus";"deppeana";"Juniperus deppeana";"alligator juniper";NA;63;NA;NA;NA
"1297";"194842";"Juniperus";"flaccida";"Juniperus flaccida";"Drooping juniper";NA;60;NA;NA;NA
"1298";"194846";"Juniperus";"horizontalis";"Juniperus horizontalis";NA;"Genévrier horizontal";NA;"JUH";NA;NA
"1299";"194853";"Juniperus";"monosperma";"Juniperus monosperma";"oneseed juniper";NA;69;NA;NA;NA
"1300";"194855";"Juniperus";"occidentalis";"Juniperus occidentalis";"western juniper";NA;64;NA;NA;NA
"1301";"194859";"Juniperus";"osteosperma";"Juniperus osteosperma";"Utah juniper";NA;65;NA;NA;NA
"1302";"194869";"Juniperus";"pinchotii";"Juniperus pinchotii";"Pinchot juniper";NA;58;NA;NA;NA
"1303";"194872";"Juniperus";"scopulorum";"Juniperus scopulorum";"Rocky Mountain juniper";NA;66;NA;NA;NA
"1304";"18048";"Juniperus";"virginiana";"Juniperus virginiana";"Eastern red cedar ;eastern redcedar";"Genévrier de Virginie";68;"JUV";"Cr";23
"1305";"18048";"Juniperus";"virginiana";"Juniperus virginiana";"Eastern red cedar ;southern redcedar";"Genévrier de Virginie";67;"JUV";"Cr";23
"1306";NA;"Hedyotis";"fosbergii";"Kadua fosbergii";"Fosbergs starviolet";NA;7343;NA;NA;NA
"1307";"896504";"Khaya";"anthotheca";"Khaya anthotheca";"Khaya anthotheca";NA;7499;NA;NA;NA
"1308";"29022";"Khaya";"senegalensis";"Khaya senegalensis";"Senegal mahogany";NA;7501;NA;NA;NA
"1309";"506043";"Kigelia";"africana";"Kigelia africana";"Kigelia africana";NA;7503;NA;NA;NA
"1310";"508062";"Kleinhovia";"hospita";"Kleinhovia hospita";"guest tree";NA;7506;NA;NA;NA
"1311";"38874";"Koanophyllon";"polyodon";"Koanophyllon polyodon";"Koanophyllon polyodon";NA;7508;NA;NA;NA
"1312";"21975";"Kokia";"cookei";"Kokia cookei";"Molokai treecotton";NA;7509;NA;NA;NA
"1313";"21976";"Kokia";"drynarioides";"Kokia drynarioides";"Hawaii treecotton";NA;7510;NA;NA;NA
"1314";"21977";"Kokia";"kauaiensis";"Kokia kauaiensis";"Kauai treecotton";NA;7511;NA;NA;NA
"1315";"21978";"Kokia";"lanceolata";"Kokia lanceolata";"Wailupe Valley treecotton";NA;7512;NA;NA;NA
"1316";"28558";"Krugiodendron";"ferreum";"Krugiodendron ferreum";"leadwood";NA;7514;NA;NA;NA
"1317";"834991";"Kunzea";"ericoides";"Kunzea ericoides";"burgan";NA;7516;NA;NA;NA
"1318";"29955";"Labordia";"fagraeoidea";"Labordia fagraeoidea";"summit labordia";NA;7518;NA;NA;NA
"1319";"29957";"Labordia";"hedyosmifolia";"Labordia hedyosmifolia";"bog labordia";NA;7519;NA;NA;NA
"1320";"29935";"Labordia";"hirtella";"Labordia hirtella";"mountain labordia";NA;7520;NA;NA;NA
"1321";"29937";"Labordia";"kaalae";"Labordia kaalae";"Waianae Range labordia";NA;7521;NA;NA;NA
"1322";"29938";"Labordia";"lydgatei";"Labordia lydgatei";"Wahiawa Mountain labordia";NA;7522;NA;NA;NA
"1323";"29947";"Labordia";"tinifolia";"Labordia tinifolia";"paleflower labordia";NA;7524;NA;NA;NA
"1324";"29948";"Labordia";"triflora";"Labordia triflora";"Lanai labordia";NA;7528;NA;NA;NA
"1325";"503313";"Laetia";"procera";"Laetia procera";"cuero de rana";NA;7530;NA;NA;NA
"1326";"27110";"Lagerstroemia";"indica";"Lagerstroemia indica";"crapemyrtle";NA;7532;NA;NA;NA
"1327";"27111";"Lagerstroemia";"speciosa";"Lagerstroemia speciosa";"pride of India";NA;7533;NA;NA;NA
"1328";"503318";"Laguncularia";"racemosa";"Laguncularia racemosa";"white-mangrove";NA;988;NA;NA;NA
"1329";"506421";"Lansium";"domesticum";"Lansium domesticum";"Langsat";NA;7539;NA;NA;NA
"1330";"21388";"Laplacea";"portoricensis";"Laplacea portoricensis";"nino de cota";NA;7541;NA;NA;NA
"1331";"183409";"Larix";"sp.";"Larix";NA;"Mélèze hybride";NA;"MEH";NA;NA
"1332";NA;"Larix";"spp.";"Larix";"larch spp.";NA;70;NA;NA;NA
"1333";"183410";"Larix";"decidua";"Larix decidua";"European larch";"Mélèze européen";NA;"MEU";"Le";26
"1334";"506606";"Larix";"leptolepis";"Larix kaempferi";"Japanese larch";NA;NA;NA;"Lj";27
"1335";"183412";"Larix";"laricina";"Larix laricina";"Tamarack ;tamarack (native)";"Mélèze laricin";71;"MEL";"La";25
"1336";"183416";"Larix";"lyallii";"Larix lyallii";"subalpine larch";NA;72;NA;NA;NA
"1337";"183417";"Larix";"occidentalis";"Larix occidentalis";"western larch";NA;73;NA;NA;NA
"1338";NA;"Latania";"loddigesii";"Latania loddigesii";"bluelatan";NA;7543;NA;NA;NA
"1339";"503345";"Lawsonia";"inermis";"Lawsonia inermis";"henna";NA;7550;NA;NA;NA
"1340";"565264";"Leandra";"krugiana";"Leandra krugiana";"Krug's roughleaf";NA;7552;NA;NA;NA
"1341";"503387";"Leptocereus";"quadricostatus";"Leptocereus quadricostatus";"pitahaya";NA;7556;NA;NA;NA
"1342";"834972";"Leptospermum";"petersonii";"Leptospermum petersonii";"common teatree";NA;7559;NA;NA;NA
"1343";"503393";"Leptospermum";"scoparium";"Leptospermum scoparium";"broom teatree";NA;7561;NA;NA;NA
"1344";NA;"Leucaena";"spp.";"Leucaena";"leadtree";NA;7566;NA;NA;NA
"1345";"26766";"Leucaena";"leucocephala";"Leucaena leucocephala";"white leadtree";NA;7565;NA;NA;NA
"1346";"26767";"Leucaena";"pulverulenta";"Leucaena pulverulenta";"Great leucaene";NA;869;NA;NA;NA
"1347";NA;"Caesalpinia";"coriaria";"Libidibia paraguariensis";"divi divi";NA;6317;NA;NA;NA
"1348";"18203";"Licaria";"brittoniana";"Licaria brittoniana";"Maria laurel";NA;7569;NA;NA;NA
"1349";"18202";"Licaria";"triandra";"Licaria triandra";"pepperleaf sweetwood";NA;7573;NA;NA;NA
"1350";NA;"Ligustrum";"spp.";"Ligustrum";"privet";NA;7576;NA;NA;NA
"1351";"32974";"Ligustrum";"amurense";"Ligustrum obtusifolium subsp. suave";"Amur privet";NA;7574;NA;NA;NA
"1352";"32979";"Ligustrum";"sinense";"Ligustrum sinense";"Chinese privet";NA;7575;NA;NA;NA
"1353";"19027";"Liquidambar";"styraciflua";"Liquidambar styraciflua";"sweetgum";NA;611;NA;NA;NA
"1354";"19027";"Liquidambar";"styracifula";"Liquidambar styraciflua";"Sweet gum";NA;NA;NA;"";134
"1355";"18086";"Liriodendron";"tulipifera";"Liriodendron tulipifera";"Tulip tree ;yellow-poplar";NA;621;NA;"Tp";60
"1356";"503504";"Litchi";"chinensis";"Litchi chinensis";"Lychee";NA;7583;NA;NA;NA
"1357";"19464";"Lithocarpus";"densiflorus";"Lithocarpus densiflorus";"tanoak";NA;631;NA;NA;NA
"1358";NA;"Litsea";"spp.";"Litsea";"Litsea";NA;7587;NA;NA;NA
"1359";"503507";"Livistona";"chinensis";"Livistona chinensis";"fountain palm";NA;7588;NA;NA;NA
"1360";"34659";"Clermontia";"persicifolia";"Lobelia clermontiana";"Waioiani clermontia";NA;6625;NA;NA;NA
"1361";"503539";"Lonchocarpus";"domingensis";"Lonchocarpus domingensis";"geno geno";NA;7590;NA;NA;NA
"1362";"503540";"Lonchocarpus";"glaucifolius";"Lonchocarpus glaucifolius";"geno";NA;7591;NA;NA;NA
"1363";"565282";"Lonchocarpus";"heptaphyllus";"Lonchocarpus heptaphyllus";"broadleaf lancepod";NA;7592;NA;NA;NA
"1364";"35282";"Lonicera";"canadensis";"Lonicera canadensis";NA;"Chèvrefeuille du Canada";NA;"LON";NA;NA
"1365";"35294";"Lonicera";" hirsuta";"Lonicera hirsuta";NA;"Chèvrefeuille hirsute";NA;"LOH";NA;NA
"1366";"503548";"Lonicera";"villosa";"Lonicera villosa";NA;"Chèvrefeuille velu";NA;"LOV";NA;NA
"1367";"503553";"Lophostemon";"confertus";"Lophostemon confertus";"vinegartree";NA;7595;NA;NA;NA
"1368";"508064";"Luehea";"speciosa";"Luehea speciosa";"luehea";NA;7600;NA;NA;NA
"1369";"507353";"Lumnitzera";"littorea";"Lumnitzera littorea";"bakauaine, nana";NA;7602;NA;NA;NA
"1370";NA;"Lunania";"spp.";"Lunania";"lunania";NA;7604;NA;NA;NA
"1371";"503626";"Lyonia";"rubiginosa";"Lyonia rubiginosa";"St. Thomas staggerbush";NA;7608;NA;NA;NA
"1372";"503631";"Lysiloma";"latisiliquum";"Lysiloma latisiliquum";"false tamarind";NA;884;NA;NA;NA
"1373";NA;"Macadamia";"spp.";"Macadamia";"Macadamia";NA;7616;NA;NA;NA
"1374";"503635";"Macadamia";"integrifolia";"Macadamia integrifolia";"macadamia nut tree, pengua";NA;7614;NA;NA;NA
"1375";"506560";"Macadamia";"tetraphylla";"Macadamia tetraphylla";"Macadamia Nut";NA;7617;NA;NA;NA
"1376";NA;"Macaranga";"spp.";"Macaranga";"macaranga";NA;7623;NA;NA;NA
"1377";"503637";"Macaranga";"tanarius";"Macaranga tanarius";"parasol leaf tree";NA;7626;NA;NA;NA
"1378";"503644";"Machaerium";"lunatum";"Machaerium lunatum";"palo de hoz";NA;7628;NA;NA;NA
"1379";"19102";"Maclura";"pomifera";"Maclura pomifera";"Osage-orange";NA;641;NA;NA;NA
"1380";"19101";"Maclura";"tinctoria";"Maclura tinctoria";"Maclura tinctoria";NA;7632;NA;NA;NA
"1381";"508017";"Maesopsis";"eminii";"Maesopsis eminii";"umbrella-tree";NA;7633;NA;NA;NA
"1382";NA;"Magnolia";"spp.";"Magnolia";"magnolia spp.";NA;650;NA;NA;NA
"1383";"18071";"Magnolia";"acuminata";"Magnolia acuminata";"Cucumber tree ;cucumbertree";NA;651;NA;"";136
"1384";"18073";"Magnolia";"fraseri";"Magnolia fraseri";"mountain or Fraser magnolia";NA;655;NA;NA;NA
"1385";"18074";"Magnolia";"grandiflora";"Magnolia grandiflora";"southern magnolia";NA;652;NA;NA;NA
"1386";"18075";"Magnolia";"macrophylla";"Magnolia macrophylla";"bigleaf magnolia";NA;654;NA;NA;NA
"1387";"18078";"Magnolia";"portoricensis";"Magnolia portoricensis";"Puerto Rico magnolia";NA;7635;NA;NA;NA
"1388";"18076";"Magnolia";"pyramidata";"Magnolia pyramidata";"pyramid magnolia";NA;657;NA;NA;NA
"1389";"18079";"Magnolia";"splendens";"Magnolia splendens";"laurel magnolia";NA;7636;NA;NA;NA
"1390";"18077";"Magnolia";"tripetala";"Magnolia tripetala";"umbrella magnolia";NA;658;NA;NA;NA
"1391";"18070";"Magnolia";"virginiana";"Magnolia virginiana";"sweetbay";NA;653;NA;NA;NA
"1392";NA;"Mallotus";"spp.";"Mallotus";"mallotus";NA;7641;NA;NA;NA
"1393";"503670";"Mallotus";"philippensis";"Mallotus philippensis";"kamala tree";NA;7639;NA;NA;NA
"1394";"845478";"Mallotus";"tiliifolius";"Mallotus tiliifolius";"Mallotus tiliifolius";NA;7642;NA;NA;NA
"1395";"29279";"Malpighia";"coccigera";"Malpighia coccigera";"Singapore holly";NA;7643;NA;NA;NA
"1396";"29280";"Malpighia";"emarginata";"Malpighia emarginata";"Barbados cherry";NA;7644;NA;NA;NA
"1397";"29281";"Malpighia";"fucata";"Malpighia fucata";"palo bronco";NA;7645;NA;NA;NA
"1398";"565291";"Malpighia";"glabra";"Malpighia glabra";"wild crapemyrtle";NA;7646;NA;NA;NA
"1399";"565292";"Malpighia";"infestissima";"Malpighia infestissima";"cowhage cherry";NA;7647;NA;NA;NA
"1400";"29283";"Malpighia";"linearis";"Malpighia linearis";"bastard cherry";NA;7648;NA;NA;NA
"1401";"25254";"Malus";"sp.";"Malus";NA;"Pommier";NA;"MAS";NA;NA
"1402";NA;"Malus";"spp.";"Malus";"apple spp.";NA;660;NA;NA;NA
"1403";"25255";"Malus";"angustifolia";"Malus angustifolia";"southern crab apple";NA;662;NA;NA;NA
"1404";"25257";"Malus";"coronaria";"Malus coronaria";"sweet crab apple";NA;663;NA;NA;NA
"1405";"25258";"Malus";"fusca";"Malus fusca";"Oregon crab apple";NA;661;NA;NA;NA
"1406";"25259";"Malus";"ioensis";"Malus ioensis";"prairie crab apple";NA;664;NA;NA;NA
"1407";NA;"Mammea";"glauca";"Mammea";"manapau";NA;7653;NA;NA;NA
"1408";NA;"Mammea";"spp.";"Mammea";"Mammea";NA;7655;NA;NA;NA
"1409";"21492";"Mammea";"americana";"Mammea americana";"mammee apple";NA;7652;NA;NA;NA
"1410";"822432";"Mammea";"odorata";"Mammea odorata";"chopak";NA;7654;NA;NA;NA
"1411";NA;"Mangifera";"minor";"Mangifera";"kanit";NA;7657;NA;NA;NA
"1412";NA;"Mangifera";"spp.";"Mangifera";"mango";NA;7659;NA;NA;NA
"1413";"28803";"Mangifera";"indica";"Mangifera indica";"mango";NA;885;NA;NA;NA
"1414";"506474";"Mangifera";"odorata";"Mangifera odorata";"saipan mango";NA;7658;NA;NA;NA
"1415";NA;"Manihot";"spp.";"Manihot";"manihot";NA;7661;NA;NA;NA
"1416";"503689";"Manihot";"glaziovii";"Manihot glaziovii";"ceara rubbertree";NA;7660;NA;NA;NA
"1417";NA;"Manilkara";"spp.";"Manilkara";"Manilkara";NA;7671;NA;NA;NA
"1418";"23825";"Manilkara";"bidentata";"Manilkara bidentata";"bulletwood";NA;7662;NA;NA;NA
"1419";"23825";"Manilkara";"bidentata";"Manilkara bidentata";"Surinam bulletwood";NA;7663;NA;NA;NA
"1420";NA;"Manilkara";"dissecta";"Manilkara dissecta";"pani";NA;7664;NA;NA;NA
"1421";NA;"Manilkara";"hoshinoi";"Manilkara hoshinoi";"kohle";NA;7666;NA;NA;NA
"1422";"503690";"Manilkara";"jaimiqui";"Manilkara jaimiqui";"wild dilly";NA;7667;NA;NA;NA
"1423";"23826";"Manilkara";"pleeana";"Manilkara pleeana";"zapote de costa";NA;7669;NA;NA;NA
"1424";NA;"Manilkara";"udoido";"Manilkara udoido";"udeuid";NA;7672;NA;NA;NA
"1425";"823949";"Manilkara";"valenzuela";"Manilkara valenzuelana";"nisperillo";NA;7673;NA;NA;NA
"1426";"23823";"Manilkara";"zapota";"Manilkara zapota";"sapodilla";NA;7674;NA;NA;NA
"1427";"503693";"Mappia";"racemosa";"Mappia racemosa";"palo de cana";NA;7677;NA;NA;NA
"1428";NA;"Maranthes";"corymbosa";"Maranthes panamensis";"bkau, apgau";NA;7679;NA;NA;NA
"1429";NA;"Marattia";"fraxinea";"Marattia fraxinea";"dermarm";NA;7680;NA;NA;NA
"1430";"28352";"Margaritaria";"nobilis";"Margaritaria nobilis";"bastard hogberry";NA;7682;NA;NA;NA
"1431";NA;"Psychotria";"microdon";"Margaritopsis microdon";"thicket wild coffee";NA;8394;NA;NA;NA
"1432";NA;"Psychotria";"nutans";"Margaritopsis nutans";"floating balsamo";NA;8395;NA;NA;NA
"1433";"27256";"Marlierea";"sintenisii";"Marlierea sintenisii";"beruquillo";NA;7684;NA;NA;NA
"1434";NA;"Matayba";"apetala";"Matayba apetala";"Matayba apetala";NA;7688;NA;NA;NA
"1435";"28689";"Matayba";"domingensis";"Matayba domingensis";"negra lora";NA;7689;NA;NA;NA
"1436";NA;"Maytenus";"palauica";"Maytenus";"Maytenus palauica";NA;715;NA;NA;NA
"1437";"27964";"Maytenus";"cymosa";"Maytenus heterophylla";"Caribbean mayten";NA;7695;NA;NA;NA
"1438";"503717";"Mecranium";"latifolium";"Mecranium latifolium";"Mecranium latifolium";NA;7702;NA;NA;NA
"1439";NA;"Medusanthera";"carolinensis";"Medusanthera carolinensis";"Medusanthera carolinensis";NA;7704;NA;NA;NA
"1440";NA;"Medusanthera";"samoensis";"Medusanthera samoensis";"matamo";NA;7705;NA;NA;NA
"1441";NA;"Melaleuca";"spp.";"Melaleuca";"melaleuca";NA;7709;NA;NA;NA
"1442";"27228";"Melaleuca";"quinquenervia";"Melaleuca quinquenervia";"melaleuca";NA;992;NA;NA;NA
"1443";"845475";"Melanolepis";"multiglandulosa";"Melanolepis multiglandulosa";"alom";NA;7710;NA;NA;NA
"1444";NA;"Melastoma";"candidum";"Melastoma malabathricum";"Melastoma candidum";NA;7712;NA;NA;NA
"1445";"503738";"Melastoma";"sanguineum";"Melastoma sanguineum";"Melastoma sanguineum";NA;7713;NA;NA;NA
"1446";NA;"Melia";"spp.";"Melia";"melia";NA;7716;NA;NA;NA
"1447";"29024";"Melia";"azedarach";"Melia azedarach";"chinaberry";NA;993;NA;NA;NA
"1448";"28691";"Melicoccus";"bijugatus";"Melicoccus bijugatus";"Spanish lime";NA;7717;NA;NA;NA
"1449";"196018";"Melicope";"christophersenii";"Melicope";"Waianae Range melicope";NA;7722;NA;NA;NA
"1450";"196019";"Melicope";"cinerea";"Melicope";"manena";NA;7723;NA;NA;NA
"1451";"196021";"Melicope";"cruciata";"Melicope";"piloula";NA;7725;NA;NA;NA
"1452";"196025";"Melicope";"haleakalae";"Melicope";"Haleakala melicope";NA;7727;NA;NA;NA
"1453";"196029";"Melicope";"kaalaensis";"Melicope";"Kaala melicope";NA;7732;NA;NA;NA
"1454";"196033";"Melicope";"macropus";"Melicope";"Kaholuamanu melicope";NA;7734;NA;NA;NA
"1455";"196034";"Melicope";"makahae";"Melicope";"Makaha Valley melicope";NA;7735;NA;NA;NA
"1456";"196035";"Melicope";"molokaiensis";"Melicope";"Molokai melicope";NA;7736;NA;NA;NA
"1457";"196039";"Melicope";"oahuensis";"Melicope";"Oahu melicope";NA;7738;NA;NA;NA
"1458";"196041";"Melicope";"orbicularis";"Melicope";"Honokahua melicope";NA;7740;NA;NA;NA
"1459";"196043";"Melicope";"ovata";"Melicope";"eggshape melicope";NA;7742;NA;NA;NA
"1460";"196047";"Melicope";"pseudoanisata";"Melicope";"Kohala Summit melicope";NA;7746;NA;NA;NA
"1461";"196048";"Melicope";"puberula";"Melicope";"hairy melicope";NA;7747;NA;NA;NA
"1462";"196052";"Melicope";"rotundifolia";"Melicope";"roundleaf melicope";NA;7751;NA;NA;NA
"1463";"196054";"Melicope";"sandwicensis";"Melicope";"Mt. Kaala melicope";NA;7753;NA;NA;NA
"1464";"196055";"Melicope";"volcanica";"Melicope";"volcanic melicope";NA;7755;NA;NA;NA
"1465";"196056";"Melicope";"waialealae";"Melicope";"alani wai";NA;7756;NA;NA;NA
"1466";"196058";"Melicope";"wawraeana";"Melicope";"Monoa melicope";NA;7757;NA;NA;NA
"1467";"516975";"Melicope";"hiiakae";"Melicope";"Monoa melicope";NA;7730;NA;NA;NA
"1468";"565300";"Melicope";"hosakae";"Melicope";"Honolulu melicope";NA;7731;NA;NA;NA
"1469";NA;"Euodia";"ponapensis";"Melicope";"Euodia ponapensis";NA;7126;NA;NA;NA
"1470";NA;"Euodia";"spp.";"Melicope";"Euodia";NA;7127;NA;NA;NA
"1471";NA;"Melicope";"spp.";"Melicope";"melicope";NA;7754;NA;NA;NA
"1472";"196015";"Melicope";"anisata";"Melicope anisata";"mokihana";NA;7719;NA;NA;NA
"1473";"196016";"Melicope";"balloui";"Melicope balloui";"Ballous melicope";NA;7720;NA;NA;NA
"1474";"196020";"Melicope";"clusiifolia";"Melicope clusiifolia";"kukaemoa";NA;7724;NA;NA;NA
"1475";"196026";"Melicope";"haupuensis";"Melicope haupuensis";"Haupa Mountain melicope";NA;7728;NA;NA;NA
"1476";"196027";"Melicope";"hawaiensis";"Melicope hawaiensis";"mokihana kukae moa";NA;7729;NA;NA;NA
"1477";"196031";"Melicope";"knudsenii";"Melicope knudsenii";"Olokele Valley melicope";NA;7733;NA;NA;NA
"1478";NA;"Melicope";"latifolia";"Melicope latifolia";"soopini";NA;7750;NA;NA;NA
"1479";"196036";"Melicope";"mucronulata";"Melicope mucronulata";"alani";NA;7737;NA;NA;NA
"1480";"196042";"Melicope";"ovalis";"Melicope ovalis";"Hana melicope";NA;7741;NA;NA;NA
"1481";NA;"Euodia";"palawensis";"Melicope palawensis";"beror";NA;7125;NA;NA;NA
"1482";"196046";"Melicope";"peduncularis";"Melicope peduncularis";"boxfruit alani";NA;7745;NA;NA;NA
"1483";"196049";"Melicope";"quadrangularis";"Melicope quadrangularis";"fourangle melicope";NA;7748;NA;NA;NA
"1484";"196050";"Melicope";"radiata";"Melicope radiata";"kapu melicope";NA;7749;NA;NA;NA
"1485";NA;"Euodia";"trichantha";"Melicope trichantha";"Euodia trichantha";NA;7128;NA;NA;NA
"1486";"196040";"Melicope";"obovata";"Melicope triphylla";"Makawao melicope";NA;7739;NA;NA;NA
"1487";"196059";"Melicope";"zahlbruckneri";"Melicope zahlbruckneri";"kipuka piaula";NA;7758;NA;NA;NA
"1488";"503745";"Meliosma";"herbertii";"Meliosma herbertii";"aguacatillo";NA;7763;NA;NA;NA
"1489";"503746";"Meliosma";"obtusifolia";"Meliosma obtusifolia";"cacaillo";NA;7764;NA;NA;NA
"1490";NA;"Melochia";"spp.";"Melochia";"melochia";NA;7767;NA;NA;NA
"1491";NA;"Melochia";"aristata";"Melochia aristata";"mao";NA;7766;NA;NA;NA
"1492";"503748";"Melochia";"tomentosa";"Melochia tomentosa";"teabush";NA;7768;NA;NA;NA
"1493";"503749";"Melochia";"umbellata";"Melochia umbellata";"hierba del soldado";NA;7769;NA;NA;NA
"1494";"507364";"Meryta";"macrophylla";"Meryta macrophylla";"fagufagu";NA;7776;NA;NA;NA
"1495";"28805";"Metopium";"toxiferum";"Metopium toxiferum";"Florida poisontree";NA;886;NA;NA;NA
"1496";"27258";"Metrosideros";"macropus";"Metrosideros macropus";"ohia";NA;7782;NA;NA;NA
"1497";"27259";"Metrosideros";"polymorpha";"Metrosideros polymorpha";"ohia lehua";NA;7783;NA;NA;NA
"1498";"27260";"Metrosideros";"rugosa";"Metrosideros rugosa";"lehua papa";NA;7792;NA;NA;NA
"1499";"27261";"Metrosideros";"tremuloides";"Metrosideros tremuloides";"lehua ahihi";NA;7794;NA;NA;NA
"1500";"27262";"Metrosideros";"waialealae";"Metrosideros waialealae";"Kauai bottlebrush";NA;7795;NA;NA;NA
"1501";NA;"Metroxylon";"spp.";"Metroxylon";"Metroxylon";NA;7800;NA;NA;NA
"1502";"506732";"Metroxylon";"sagu";"Metroxylon sagu";"sago palm";NA;7799;NA;NA;NA
"1503";NA;"Michelia";"champaca";"Michelia champaca";"Orange Champak";NA;7801;NA;NA;NA
"1504";"27720";"Miconia";"affinis";"Miconia affinis";"saquiyac";NA;7804;NA;NA;NA
"1505";"565304";"Miconia";"calvescens";"Miconia calvescens";"velvet tree";NA;7805;NA;NA;NA
"1506";"27751";"Tetrazygia";"elaeagnoides";"Miconia elaeagnoides";"krekre";NA;8781;NA;NA;NA
"1507";"27721";"Miconia";"foveolata";"Miconia foveolata";"Puerto Rico johnnyberry";NA;7806;NA;NA;NA
"1508";"503822";"Miconia";"impetiolaris";"Miconia impetiolaris";"camasey de costilla";NA;7807;NA;NA;NA
"1509";"27723";"Miconia";"laevigata";"Miconia laevigata";"smooth johnnyberry";NA;7808;NA;NA;NA
"1510";"503823";"Miconia";"lanata";"Miconia lanata";"hairy johnnyberry";NA;7803;NA;NA;NA
"1511";"27724";"Miconia";"mirabilis";"Miconia mirabilis";"camasey cuatrocanales";NA;7810;NA;NA;NA
"1512";"27726";"Miconia";"pachyphylla";"Miconia pachyphylla";"camasey racimoso";NA;7812;NA;NA;NA
"1513";"27727";"Miconia";"prasina";"Miconia prasina";"granadillo bobo";NA;7813;NA;NA;NA
"1514";"27728";"Miconia";"punctata";"Miconia punctata";"auquey";NA;7814;NA;NA;NA
"1515";"27729";"Miconia";"pycnoneura";"Miconia pycnoneura";"ridge johnnyberry";NA;7815;NA;NA;NA
